timestamp,frame,processing_ms,fps,cpu_percent,ram_mb,num_hands
2025-12-01T20:58:03.059147,372,32.541,26.54,22.2,12515.7,0
2025-12-01T20:58:03.091354,373,27.317,30.95,13.5,12515.7,0
2025-12-01T20:58:03.126316,374,30.003,28.64,14.3,12515.7,0
2025-12-01T20:58:03.161593,375,30.372,28.43,15.0,12516.3,0
2025-12-01T20:58:03.200135,376,33.548,25.88,23.9,12514.9,0
2025-12-01T20:58:03.237410,377,32.374,26.79,14.0,12514.9,0
2025-12-01T20:58:03.268731,378,27.009,31.84,15.8,12514.9,0
2025-12-01T20:58:03.295544,379,22.382,37.45,16.1,12514.9,0
2025-12-01T20:58:03.331056,380,30.288,28.18,14.3,12514.9,0
2025-12-01T20:58:03.363034,381,27.621,31.2,13.2,12514.9,0
2025-12-01T20:58:03.396790,382,29.024,29.61,12.8,12514.9,0
2025-12-01T20:58:03.437271,383,35.766,24.8,14.3,12514.9,0
2025-12-01T20:58:03.471312,384,29.119,29.27,12.8,12514.9,0
2025-12-01T20:58:03.501530,385,26.009,33.03,13.9,12514.9,0
2025-12-01T20:58:03.532153,386,26.161,32.74,13.9,12514.9,0
2025-12-01T20:58:03.568226,387,30.816,27.73,14.3,12514.9,0
2025-12-01T20:58:03.605048,388,31.872,27.14,13.6,12514.9,0
2025-12-01T20:58:03.637305,389,27.142,31.04,15.8,12514.9,0
2025-12-01T20:58:03.673106,390,30.875,27.88,14.3,12515.1,0
2025-12-01T20:58:03.708314,391,30.515,28.39,14.3,12513.6,0
2025-12-01T20:58:03.743133,392,30.201,28.69,14.6,12513.2,0
2025-12-01T20:58:03.779266,393,31.451,27.7,14.3,12513.2,0
2025-12-01T20:58:03.815274,394,31.15,27.78,16.7,12513.2,0
2025-12-01T20:58:03.851916,395,32.046,27.28,14.0,12513.5,0
2025-12-01T20:58:03.886301,396,30.182,29.15,12.8,12513.7,0
2025-12-01T20:58:03.920617,397,29.41,29.13,16.7,12513.2,0
2025-12-01T20:58:03.953620,398,27.956,30.28,13.2,12513.3,0
2025-12-01T20:58:03.989955,399,31.295,27.67,20.9,12513.3,0
2025-12-01T20:58:04.019258,400,24.289,33.92,17.1,12513.3,0
2025-12-01T20:58:04.047607,401,24.44,35.26,12.1,12513.3,0
2025-12-01T20:58:04.079044,402,27.123,31.74,16.2,12513.3,0
2025-12-01T20:58:04.111298,403,26.979,31.11,13.2,12513.3,0
2025-12-01T20:58:04.142447,404,26.797,32.02,13.5,12513.3,0
2025-12-01T20:58:04.173374,405,27.097,32.34,16.2,12513.3,0
2025-12-01T20:58:04.205545,406,27.617,31.05,13.2,12513.3,0
2025-12-01T20:58:04.237932,407,28.517,30.89,13.5,12513.3,0
2025-12-01T20:58:04.268960,408,26.112,32.23,13.5,12513.3,0
2025-12-01T20:58:04.305352,409,32.042,27.48,16.3,12513.3,0
2025-12-01T20:58:04.337290,410,28.121,31.32,13.2,12513.3,0
2025-12-01T20:58:04.369301,411,27.722,31.23,13.2,12513.3,0
2025-12-01T20:58:04.400654,412,27.026,31.9,16.2,12513.3,0
2025-12-01T20:58:04.436344,413,30.655,28.05,18.6,12513.3,0
2025-12-01T20:58:04.466882,414,25.867,32.65,11.4,12513.3,0
2025-12-01T20:58:04.498732,415,27.61,31.39,15.8,12513.3,0
2025-12-01T20:58:04.528951,416,25.993,33.14,14.3,12513.3,0
2025-12-01T20:58:04.563569,417,30.536,28.87,14.3,12513.3,0
2025-12-01T20:58:04.604683,418,33.377,24.36,12.8,12513.5,0
2025-12-01T20:58:04.643903,419,33.38,25.52,18.4,12513.4,0
2025-12-01T20:58:04.681061,420,31.847,27.02,23.3,12513.4,0
2025-12-01T20:58:04.718356,421,31.339,26.71,14.0,12513.4,0
2025-12-01T20:58:04.755537,422,32.074,26.89,17.8,12511.7,0
2025-12-01T20:58:04.793518,423,32.933,26.34,15.2,12511.5,0
2025-12-01T20:58:04.828604,424,30.092,28.53,14.3,12512.3,0
2025-12-01T20:58:04.861800,425,27.771,30.06,13.2,12512.3,0
2025-12-01T20:58:04.896816,426,30.773,28.5,14.0,12512.3,0
2025-12-01T20:58:04.928654,427,27.243,31.44,13.5,12512.3,0
2025-12-01T20:58:04.962446,428,28.753,29.63,15.0,12512.3,0
2025-12-01T20:58:04.994640,429,28.184,31.0,15.8,12512.3,0
2025-12-01T20:58:05.027719,430,28.471,30.32,17.9,12512.3,0
2025-12-01T20:58:05.062421,431,30.19,28.82,23.8,12512.3,0
2025-12-01T20:58:05.096230,432,28.427,29.6,24.4,12512.3,0
2025-12-01T20:58:05.122020,433,21.551,38.7,13.8,12512.3,0
2025-12-01T20:58:05.155573,434,28.483,29.82,15.0,12512.3,0
2025-12-01T20:58:05.191189,435,30.495,28.07,16.7,12512.3,0
2025-12-01T20:58:05.240379,436,43.555,20.35,22.4,12510.0,0
2025-12-01T20:58:05.275299,437,29.386,28.58,17.5,12510.0,0
2025-12-01T20:58:05.312667,438,33.71,26.94,18.2,12503.4,0
2025-12-01T20:58:05.365555,439,45.083,18.89,19.0,12503.4,0
2025-12-01T20:58:05.407996,440,36.314,23.5,14.3,12503.4,0
2025-12-01T20:58:05.454300,441,40.181,21.61,21.4,12503.4,0
2025-12-01T20:58:05.498854,442,38.728,22.44,24.5,12503.4,0
2025-12-01T20:58:05.528844,443,24.832,33.23,20.0,12503.6,0
2025-12-01T20:58:05.561856,444,27.771,30.29,12.8,12503.8,0
2025-12-01T20:58:05.605772,445,38.266,22.77,15.4,12504.1,0
2025-12-01T20:58:05.644127,446,33.013,26.18,15.2,12504.1,0
2025-12-01T20:58:05.685396,447,36.065,24.21,16.3,12504.4,0
2025-12-01T20:58:05.728200,448,36.386,23.36,18.0,12504.4,0
2025-12-01T20:58:05.771716,449,37.353,22.97,24.5,12504.4,0
2025-12-01T20:58:05.808716,450,31.302,27.05,21.4,12504.4,0
2025-12-01T20:58:05.845023,451,31.739,27.44,16.3,12504.7,0
2025-12-01T20:58:05.886513,452,37.309,24.08,16.3,12504.4,0
2025-12-01T20:58:05.918177,453,27.705,31.58,18.4,12504.4,0
2025-12-01T20:58:05.953227,454,31.201,28.58,12.2,12504.4,0
2025-12-01T20:58:05.985270,455,28.19,31.28,13.9,12504.4,0
2025-12-01T20:58:06.019610,456,29.958,29.03,17.1,12504.4,0
2025-12-01T20:58:06.051484,457,27.498,31.38,15.8,12504.4,0
2025-12-01T20:58:06.087294,458,31.179,27.97,12.2,12504.4,0
2025-12-01T20:58:06.122299,459,30.16,28.55,14.6,12504.5,0
2025-12-01T20:58:06.158741,460,31.477,27.44,18.2,12504.5,0
2025-12-01T20:58:06.191429,461,28.075,30.51,15.8,12504.5,0
2025-12-01T20:58:06.222138,462,26.371,32.6,16.2,12504.5,0
2025-12-01T20:58:06.257558,463,31.382,28.24,12.5,12504.5,0
2025-12-01T20:58:06.292541,464,30.297,28.59,18.6,12504.5,0
2025-12-01T20:58:06.330538,465,33.183,26.35,15.6,12504.5,0
2025-12-01T20:58:06.362763,466,27.58,30.91,15.8,12504.5,0
2025-12-01T20:58:06.394933,467,27.877,31.09,15.8,12504.5,0
2025-12-01T20:58:06.455692,468,53.021,17.2,82.4,12512.5,0
2025-12-01T20:58:06.524740,469,60.494,13.99,54.1,12516.5,0
2025-12-01T20:58:06.576305,470,43.344,19.39,29.0,12522.7,0
2025-12-01T20:58:06.630889,471,48.126,18.33,19.0,12526.4,0
2025-12-01T20:58:06.674039,472,37.834,23.12,15.7,12526.4,0
2025-12-01T20:58:06.717968,473,38.694,22.79,21.2,12527.4,0
2025-12-01T20:58:06.753732,474,30.499,27.97,16.3,12527.4,0
2025-12-01T20:58:06.796192,475,36.984,23.56,14.3,12527.4,0
2025-12-01T20:58:06.831712,476,30.042,28.14,16.3,12527.4,0
2025-12-01T20:58:06.867181,477,29.864,28.19,12.2,12528.2,0
2025-12-01T20:58:06.900769,478,28.491,29.74,15.4,12528.2,0
2025-12-01T20:58:06.976659,479,70.23,13.17,76.7,12528.4,0
2025-12-01T20:58:07.020104,480,39.122,22.98,48.0,12497.7,0
2025-12-01T20:58:07.053502,481,28.63,30.2,25.6,12497.7,0
2025-12-01T20:58:07.082738,482,24.626,33.92,26.5,12497.5,0
2025-12-01T20:58:07.109648,483,22.489,37.37,18.7,12498.1,0
2025-12-01T20:58:07.149999,484,35.55,24.79,18.8,12499.2,0
2025-12-01T20:58:07.195853,485,39.979,21.78,27.8,12499.2,0
2025-12-01T20:58:07.232599,486,31.203,27.27,27.9,12500.0,0
2025-12-01T20:58:07.278004,487,41.22,22.02,31.5,12509.5,0
2025-12-01T20:58:07.322835,488,39.096,22.25,22.6,12509.8,0
2025-12-01T20:58:07.363887,489,36.209,24.38,18.8,12509.8,0
2025-12-01T20:58:07.402627,490,34.359,25.83,15.2,12510.1,0
2025-12-01T20:58:07.441119,491,33.659,25.95,19.6,12510.1,0
2025-12-01T20:58:07.481854,492,35.551,24.53,20.4,12504.2,0
2025-12-01T20:58:07.519229,493,31.876,26.8,18.2,12504.2,0
2025-12-01T20:58:07.567041,494,42.941,21.04,21.1,12505.4,0
2025-12-01T20:58:07.618135,495,45.608,19.54,30.5,12506.7,0
2025-12-01T20:58:07.660708,496,37.499,23.45,23.5,12506.5,0
2025-12-01T20:58:07.693596,497,28.208,30.17,18.4,12506.5,0
2025-12-01T20:58:07.738258,498,40.224,22.46,17.3,12507.1,0
2025-12-01T20:58:07.774965,499,31.972,27.25,20.9,12507.0,0
2025-12-01T20:58:07.820859,500,41.209,21.87,20.0,12507.0,0
2025-12-01T20:58:07.866499,501,40.143,21.86,20.4,12506.0,0
2025-12-01T20:58:07.911433,502,39.117,22.25,20.8,12506.2,0
2025-12-01T20:58:07.949149,503,31.039,26.37,24.4,12506.2,0
2025-12-01T20:58:08.003101,504,47.943,18.65,25.0,12506.2,0
2025-12-01T20:58:08.048916,505,40.338,21.71,26.4,12506.5,0
2025-12-01T20:58:08.093330,506,39.128,22.49,17.3,12506.5,0
2025-12-01T20:58:08.131387,507,32.244,26.43,20.0,12506.5,0
2025-12-01T20:58:08.178646,508,41.284,21.18,16.4,12506.5,0
2025-12-01T20:58:08.226407,509,42.4,20.95,19.3,12506.5,0
2025-12-01T20:58:08.275725,510,42.141,20.28,20.3,12506.5,0
2025-12-01T20:58:08.316564,511,34.271,24.28,19.1,12506.5,0
2025-12-01T20:58:08.390470,512,67.926,13.59,82.8,12506.5,0
2025-12-01T20:58:08.423850,513,23.816,29.63,56.1,12506.7,0
2025-12-01T20:58:08.469585,514,41.508,22.02,21.8,12506.7,0
2025-12-01T20:58:08.511790,515,37.637,23.58,14.3,12506.7,0
2025-12-01T20:58:08.562672,516,44.087,19.76,74.1,12500.5,0
2025-12-01T20:58:08.632629,517,60.175,14.26,67.9,12507.5,0
2025-12-01T20:58:08.670320,518,32.493,26.49,15.9,12507.5,0
2025-12-01T20:58:08.704309,519,29.84,29.33,17.5,12507.8,0
2025-12-01T20:58:08.742681,520,33.665,26.1,17.8,12506.9,0
2025-12-01T20:58:08.814661,521,66.563,13.91,24.7,12506.6,0
2025-12-01T20:58:08.859043,522,38.409,22.62,21.2,12506.6,0
2025-12-01T20:58:08.902458,523,36.576,22.89,17.6,12506.6,0
2025-12-01T20:58:08.942324,524,35.211,25.09,16.7,12506.6,0
2025-12-01T20:58:08.977704,525,30.516,28.33,16.7,12506.6,0
2025-12-01T20:58:09.009749,526,27.589,31.17,16.2,12506.6,0
2025-12-01T20:58:09.053082,527,37.977,23.09,16.0,12506.6,0
2025-12-01T20:58:09.088682,528,30.396,28.11,18.2,12506.6,0
2025-12-01T20:58:09.128701,529,34.789,24.99,14.9,12506.6,0
2025-12-01T20:58:09.164033,530,29.812,28.21,17.1,12506.6,0
2025-12-01T20:58:09.200663,531,31.723,27.35,14.0,12506.6,0
2025-12-01T20:58:09.233737,532,28.31,30.2,15.4,12506.6,0
2025-12-01T20:58:09.267772,533,28.957,29.53,15.0,12506.6,0
2025-12-01T20:58:09.303516,534,31.337,27.84,23.3,12511.8,0
2025-12-01T20:58:09.342537,535,34.316,25.58,20.0,12507.5,0
2025-12-01T20:58:09.368616,536,21.419,38.66,13.8,12507.5,0
2025-12-01T20:58:09.393117,537,20.09,40.64,13.8,12507.5,0
2025-12-01T20:58:09.423308,538,25.099,33.15,16.2,12507.5,0
2025-12-01T20:58:09.450892,539,22.296,36.29,15.6,12507.5,0
2025-12-01T20:58:09.485779,540,29.712,28.67,18.6,12507.5,0
2025-12-01T20:58:09.519375,541,29.257,29.74,13.2,12507.5,0
2025-12-01T20:58:09.558474,542,34.181,25.58,13.0,12507.5,0
2025-12-01T20:58:09.595174,543,31.613,27.26,15.9,12507.5,0
2025-12-01T20:58:09.632048,544,31.814,27.09,15.9,12507.5,0
2025-12-01T20:58:09.670525,545,33.175,26.04,11.4,12507.5,0
2025-12-01T20:58:09.706754,546,30.967,27.54,15.9,12507.5,0
2025-12-01T20:58:09.739716,547,28.537,30.37,17.5,12507.6,0
2025-12-01T20:58:09.779178,548,34.106,25.39,13.3,12507.6,0
2025-12-01T20:58:09.816648,549,31.86,26.79,17.8,12507.6,0
2025-12-01T20:58:09.850327,550,28.763,29.41,17.1,12501.6,0
2025-12-01T20:58:09.883874,551,29.709,29.81,15.0,12501.1,0
2025-12-01T20:58:09.919526,552,31.058,28.05,14.3,12490.4,0
2025-12-01T20:58:09.951600,553,27.721,31.17,15.4,12490.4,0
2025-12-01T20:58:09.983005,554,26.961,31.96,16.2,12490.4,0
2025-12-01T20:58:10.021835,555,33.667,25.74,14.9,12490.4,0
2025-12-01T20:58:10.055663,556,29.649,29.57,13.2,12490.4,0
2025-12-01T20:58:10.088403,557,28.445,30.55,17.5,12490.4,0
2025-12-01T20:58:10.123591,558,30.193,28.39,14.6,12490.4,0
2025-12-01T20:58:10.152117,559,23.62,35.05,14.7,12490.4,0
2025-12-01T20:58:10.185305,560,28.037,30.16,13.2,12490.4,0
2025-12-01T20:58:10.219001,561,28.53,29.67,15.0,12490.4,0
2025-12-01T20:58:10.253006,562,29.66,29.41,12.8,12490.4,0
2025-12-01T20:58:10.291142,563,33.822,26.21,15.2,12490.4,0
2025-12-01T20:58:10.333735,564,37.023,23.62,22.4,12490.4,0
2025-12-01T20:58:10.379547,565,41.045,21.71,23.6,12490.4,0
2025-12-01T20:58:10.416666,566,32.412,26.89,15.6,12490.4,0
2025-12-01T20:58:10.451038,567,28.98,29.09,12.5,12490.4,0
2025-12-01T20:58:10.487606,568,31.902,27.38,22.2,12490.4,0
2025-12-01T20:58:10.522952,569,30.553,28.25,14.6,12490.4,0
2025-12-01T20:58:10.555375,570,27.332,30.9,15.4,12490.4,0
2025-12-01T20:58:10.585248,571,25.814,33.48,14.3,12490.4,0
2025-12-01T20:58:10.617879,572,27.588,30.68,12.8,12490.4,0
2025-12-01T20:58:10.652017,573,29.201,29.18,16.7,12490.4,0
2025-12-01T20:58:10.684622,574,27.999,30.68,13.2,12490.4,0
2025-12-01T20:58:10.716781,575,27.046,31.11,15.8,12490.4,0
2025-12-01T20:58:10.744420,576,23.037,36.14,17.6,12490.6,0
2025-12-01T20:58:10.796536,577,47.646,19.22,14.8,12490.6,0
2025-12-01T20:58:10.828191,578,27.009,31.55,13.5,12490.6,0
2025-12-01T20:58:10.863101,579,30.242,28.67,14.6,12490.6,0
2025-12-01T20:58:10.898065,580,29.99,28.61,12.2,12490.6,0
2025-12-01T20:58:10.936132,581,32.991,26.29,13.6,12490.6,0
2025-12-01T20:58:10.974321,582,32.929,26.2,15.6,12490.6,0
2025-12-01T20:58:11.010747,583,31.086,27.42,15.9,12490.6,0
2025-12-01T20:58:11.045809,584,29.826,28.53,16.7,12490.6,0
2025-12-01T20:58:11.079530,585,28.608,29.64,12.8,12490.6,0
2025-12-01T20:58:11.111690,586,27.587,31.32,15.4,12490.6,0
2025-12-01T20:58:11.144513,587,28.687,30.32,17.5,12490.6,0
2025-12-01T20:58:11.184625,588,34.843,24.89,14.6,12490.6,0
2025-12-01T20:58:11.220668,589,31.025,27.69,15.9,12490.6,0
2025-12-01T20:58:11.253451,590,27.839,30.49,15.4,12490.6,0
2025-12-01T20:58:11.284883,591,27.441,31.81,13.5,12490.6,0
2025-12-01T20:58:11.313703,592,24.271,34.65,17.6,12490.6,0
2025-12-01T20:58:11.368811,593,50.638,18.2,25.8,12495.4,0
2025-12-01T20:58:11.403871,594,29.326,28.46,16.7,12495.6,0
2025-12-01T20:58:11.436200,595,27.082,30.98,16.2,12495.6,0
2025-12-01T20:58:11.477723,596,35.944,24.18,16.0,12495.6,0
2025-12-01T20:58:11.523197,597,39.875,21.93,17.0,12495.6,0
2025-12-01T20:58:11.568520,598,39.848,22.04,20.0,12495.6,0
2025-12-01T20:58:11.606803,599,32.919,26.08,15.6,12495.6,0
2025-12-01T20:58:11.641137,600,29.039,29.15,14.6,12495.6,0
2025-12-01T20:58:11.678619,601,32.371,26.68,15.9,12495.6,0
2025-12-01T20:58:11.719991,602,36.421,24.12,22.4,12495.6,0
2025-12-01T20:58:11.796837,603,71.013,13.06,84.8,12511.6,0
2025-12-01T20:58:11.832723,604,26.661,27.75,38.1,12515.6,0
2025-12-01T20:58:11.867309,605,29.824,28.82,19.0,12515.6,0
2025-12-01T20:58:11.900595,606,28.559,30.12,13.2,12515.6,0
2025-12-01T20:58:11.936166,607,30.164,28.13,16.7,12515.6,0
2025-12-01T20:58:12.008778,608,66.51,13.83,85.1,12511.6,0
2025-12-01T20:58:12.059430,609,41.239,19.63,50.0,12523.7,0
2025-12-01T20:58:12.093729,610,26.272,29.04,17.5,12523.7,0
2025-12-01T20:58:12.136398,611,35.677,23.66,26.5,12527.8,0
2025-12-01T20:58:12.174372,612,31.155,26.18,25.0,12528.2,0
2025-12-01T20:58:12.231148,613,51.018,17.64,25.0,12528.2,0
2025-12-01T20:58:12.276680,614,38.621,22.0,22.2,12528.4,0
2025-12-01T20:58:12.312988,615,30.447,27.41,16.7,12528.4,0
2025-12-01T20:58:12.345886,616,27.757,30.39,27.5,12528.4,0
2025-12-01T20:58:12.378457,617,27.286,30.65,15.4,12528.4,0
2025-12-01T20:58:12.415555,618,32.118,26.95,15.9,12528.4,0
2025-12-01T20:58:12.469777,619,48.107,18.66,31.3,12528.7,0
2025-12-01T20:58:12.510982,620,35.581,23.84,35.4,12528.4,0
2025-12-01T20:58:12.539895,621,24.971,34.56,34.3,12529.7,0
2025-12-01T20:58:12.576700,622,32.498,27.42,22.7,12529.4,0
2025-12-01T20:58:12.621368,623,38.907,22.3,18.9,12529.7,0
2025-12-01T20:58:12.658005,624,30.805,27.31,20.5,12529.7,0
2025-12-01T20:58:12.699796,625,36.279,23.86,19.6,12529.7,0
2025-12-01T20:58:12.742856,626,38.219,23.24,16.0,12529.2,0
2025-12-01T20:58:12.781646,627,33.795,25.76,17.4,12529.2,0
2025-12-01T20:58:12.818238,628,31.707,27.42,19.0,12529.2,0
2025-12-01T20:58:12.851330,629,27.328,30.07,23.1,12529.7,0
2025-12-01T20:58:12.903885,630,47.773,19.15,26.2,12517.7,0
2025-12-01T20:58:12.955116,631,44.206,19.51,24.6,12517.9,0
2025-12-01T20:58:13.000265,632,38.574,22.05,18.9,12517.9,0
2025-12-01T20:58:13.038372,633,33.236,26.21,15.9,12517.9,0
2025-12-01T20:58:13.067658,634,25.11,34.17,19.4,12518.7,0
2025-12-01T20:58:13.102889,635,29.94,28.41,19.0,12518.7,0
2025-12-01T20:58:13.173821,636,65.113,14.1,91.8,12519.0,0
2025-12-01T20:58:13.225374,637,46.509,19.38,22.6,12523.2,0
2025-12-01T20:58:13.262626,638,32.445,26.81,18.2,12523.2,0
2025-12-01T20:58:13.295704,639,28.252,30.19,15.8,12523.2,0
2025-12-01T20:58:13.326461,640,26.465,32.47,18.4,12523.2,0
2025-12-01T20:58:13.351502,641,20.737,39.91,14.3,12523.2,0
2025-12-01T20:58:13.418074,642,62.128,15.03,88.6,12521.8,0
2025-12-01T20:58:13.456018,643,33.655,26.44,91.1,12517.4,0
2025-12-01T20:58:13.498688,644,36.09,23.47,76.5,12517.4,0
2025-12-01T20:58:13.535220,645,31.183,27.35,18.2,12518.0,0
2025-12-01T20:58:13.561575,646,21.361,37.88,13.3,12518.0,0
2025-12-01T20:58:13.593318,647,27.129,31.56,18.4,12518.0,0
2025-12-01T20:58:13.627190,648,29.266,29.46,14.6,12518.0,0
2025-12-01T20:58:13.662680,649,30.494,28.12,12.2,12518.0,0
2025-12-01T20:58:13.696572,650,29.518,29.53,17.1,12518.3,0
2025-12-01T20:58:13.728352,651,27.215,31.43,13.5,12518.3,0
2025-12-01T20:58:13.763836,652,31.341,28.27,16.7,12518.3,0
2025-12-01T20:58:13.803974,653,34.605,24.95,20.8,12518.3,0
2025-12-01T20:58:13.838104,654,29.952,29.19,17.5,12518.3,0
2025-12-01T20:58:13.873688,655,31.498,28.28,16.7,12517.8,0
2025-12-01T20:58:13.917009,656,38.077,22.95,17.6,12517.8,0
2025-12-01T20:58:13.950043,657,28.368,30.29,15.0,12517.8,0
2025-12-01T20:58:13.982310,658,27.376,30.99,15.8,12517.8,0
2025-12-01T20:58:14.013614,659,26.632,31.99,15.8,12517.8,0
2025-12-01T20:58:14.049087,660,30.639,28.18,14.3,12517.8,0
2025-12-01T20:58:14.080687,661,26.909,31.71,15.8,12517.8,0
2025-12-01T20:58:14.115462,662,30.008,28.67,14.6,12517.8,0
2025-12-01T20:58:14.148805,663,28.594,29.99,15.4,12518.0,0
2025-12-01T20:58:14.180498,664,27.72,31.52,17.9,12518.0,0
2025-12-01T20:58:14.212862,665,27.733,30.95,13.2,12518.0,0
2025-12-01T20:58:14.246478,666,28.976,29.71,15.0,12518.0,0
2025-12-01T20:58:14.279558,667,29.146,30.27,17.5,12518.0,0
2025-12-01T20:58:14.312672,668,27.671,30.24,15.4,12518.0,0
2025-12-01T20:58:14.345794,669,27.694,30.13,13.2,12518.0,0
2025-12-01T20:58:14.379174,670,29.199,29.95,19.5,12518.2,0
